Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day
3243,63945,204252.31,Lower-Middle,Education,Good,501,No Loan,0,Loan process takes too long,Loan Issue,Mobile App,Enugu,Evening
3244,80349,50095.47,Middle,Savings Deposit,Average,620,No Loan,400147.27,Loan process takes too long,None,Mobile App,Enugu,Morning
3245,84699,86399.3,Upper-Middle,Online Shopping,Average,674,No Loan,102671.37,Charges are confusing and unclear,None,Web,Enugu,Afternoon
3246,14526,134638.89,Middle,Transport,Average,600,Active Loan,0,Overall experience is great,None,POS,Port Harcourt,Night
3247,79857,127783.13,Lower-Middle,Transport,Good,629,No Loan,0,The service is excellent,None,POS,Port Harcourt,Evening
3248,15134,187774.7,Middle,Utilities,Average,652,Active Loan,898693.55,I need better support,Technical Issue,POS,Lagos,Morning
3249,98995,56278.2,Middle,Rent,Average,717,No Loan,1383953.4,Loan process takes too long,None,Web,Kano,Morning
3250,29942,107411.42,High,Education,Good,642,No Loan,829844.2,App keeps crashing during payments,None,Web,Enugu,Afternoon
3251,23044,199695.56,Low,Health,Average,643,No Loan,0,Payment failed multiple times,None,POS,Kaduna,Night
3252,36607,205165.64,Middle,Utilities,Good,650,No Loan,0,Payment failed multiple times,Charges Issue,USSD,Kano,Evening
3253,47248,62802.28,Lower-Middle,Groceries,Good,597,No Loan,0,The interface is confusing,None,POS,Kaduna,Morning
3254,83877,186489.5,Upper-Middle,Transport,Average,603,No Loan,283183.55,Customer service is slow to respond,General Feedback,USSD,Abuja,Evening
3255,95888,64978.75,Low,Utilities,Poor,687,No Loan,3999104.79,Charges are confusing and unclear,Technical Issue,POS,Lagos,Afternoon
3256,87133,186332.77,Lower-Middle,Groceries,Good,565,Active Loan,2449696.33,Payment failed multiple times,Loan Issue,POS,Kaduna,Afternoon
3257,37269,191652.94,Low,Rent,Good,656,Active Loan,0,App keeps crashing during payments,None,Web,Kano,Morning
3258,52336,160173.99,Low,Education,Poor,524,No Loan,2185009.35,Payment failed multiple times,None,Mobile App,Lagos,Night
3259,59941,91443.81,Low,Online Shopping,Poor,624,Active Loan,0,Charges are confusing and unclear,None,USSD,Lagos,Afternoon
3260,66712,30836.38,Lower-Middle,Utilities,Poor,608,Active Loan,4928581.91,Overall experience is great,Charges Issue,Mobile App,Kaduna,Evening
3261,81964,236013.39,Upper-Middle,Groceries,Poor,611,No Loan,2255915.43,Loan process takes too long,Charges Issue,USSD,Kano,Night
3262,65614,61865.6,Middle,Entertainment,Good,637,Default Risk,0,Overall experience is great,General Feedback,POS,Ibadan,Afternoon
3263,62054,109822.62,Lower-Middle,Online Shopping,Poor,805,No Loan,0,Transaction was fast and smooth,None,USSD,Port Harcourt,Morning
3264,93834,133865.51,Lower-Middle,Health,Good,536,No Loan,2229556.06,I need better support,General Feedback,USSD,Enugu,Night
3265,39652,151946.36,Upper-Middle,Health,Average,594,No Loan,3533611.63,Overall experience is great,None,POS,Kano,Evening
3266,59494,181923.57,Upper-Middle,Rent,Good,657,Default Risk,3461697.2,I need better support,Technical Issue,Web,Kano,Evening
3267,11413,175716.18,Low,Entertainment,Good,626,No Loan,2470179.77,The service is excellent,Technical Issue,Mobile App,Kaduna,Evening
3268,93367,162747.56,Low,Online Shopping,Poor,541,No Loan,0,Very satisfied with the platform,Loan Issue,POS,Kaduna,Afternoon
3269,62238,137677.82,Middle,Education,Good,813,No Loan,3763483.03,App keeps crashing during payments,None,Mobile App,Enugu,Afternoon
3270,10140,95455.04,Low,Transport,Good,674,Active Loan,3078083.13,Overall experience is great,Charges Issue,POS,Abuja,Night
3271,11319,209566.13,Middle,Transport,Average,705,No Loan,4912184.62,Payment failed multiple times,None,USSD,Ibadan,Afternoon
3272,31409,173067.38,Low,Health,Poor,529,No Loan,279445.31,Transaction was fast and smooth,None,Mobile App,Enugu,Evening
3273,27437,192684.94,Lower-Middle,Transport,Good,632,Active Loan,0,Overall experience is great,None,POS,Kano,Morning
3274,11324,136840.79,Lower-Middle,Entertainment,Good,664,No Loan,4750976.15,App keeps crashing during payments,Technical Issue,Web,Kano,Evening
3275,77646,193609.86,Upper-Middle,Transport,Poor,629,No Loan,2893288.23,Transaction was fast and smooth,General Feedback,Web,Kaduna,Morning
3276,35291,20000,Middle,Online Shopping,Average,668,Active Loan,0,Overall experience is great,None,Web,Kaduna,Evening
3277,40972,214687.73,Middle,Savings Deposit,Average,706,No Loan,0,Loan process takes too long,Technical Issue,POS,Port Harcourt,Morning
3278,59978,138010.26,Middle,Transport,Good,739,Active Loan,0,The interface is confusing,None,POS,Enugu,Evening
3279,32405,122554.07,Lower-Middle,Rent,Poor,661,Default Risk,1629162.92,App keeps crashing during payments,None,Web,Enugu,Evening
3280,94233,117976.02,Lower-Middle,Transport,Average,590,No Loan,3822968.93,Customer service is slow to respond,Technical Issue,Web,Lagos,Night
3281,31738,111687.26,High,Entertainment,Average,665,No Loan,0,Overall experience is great,Charges Issue,USSD,Abuja,Night
3282,22204,151001.42,Lower-Middle,Utilities,Good,656,No Loan,0,I don't understand my loan deductions,None,POS,Abuja,Evening
3283,39089,163242.3,Lower-Middle,Online Shopping,Average,802,No Loan,0,Charges are confusing and unclear,Technical Issue,Mobile App,Port Harcourt,Evening
3284,56030,246431.76,Lower-Middle,Savings Deposit,Average,824,Default Risk,267213.33,The interface is confusing,Charges Issue,Mobile App,Lagos,Evening
3285,63882,152134.34,Low,Utilities,Poor,723,Active Loan,0,Charges are confusing and unclear,Charges Issue,USSD,Abuja,Afternoon
3286,79278,80200.28,Low,Health,Good,473,Default Risk,1994010.21,I need better support,Charges Issue,USSD,Ibadan,Evening
3287,12997,285665.27,Lower-Middle,Utilities,Poor,510,Default Risk,0,Payment failed multiple times,None,Mobile App,Port Harcourt,Night
3288,64219,147463.2,Lower-Middle,Utilities,Good,513,No Loan,0,Very satisfied with the platform,Charges Issue,USSD,Ibadan,Afternoon
3289,86769,140513.1,Middle,Health,Poor,519,Active Loan,0,Payment failed multiple times,Technical Issue,Mobile App,Kaduna,Afternoon
3290,43924,117817.63,Lower-Middle,Groceries,Poor,658,Active Loan,0,I don't understand my loan deductions,None,Web,Enugu,Evening
3291,78842,66001.67,Middle,Groceries,Good,673,No Loan,0,Customer service is slow to respond,None,Web,Kaduna,Evening
3292,90730,223360.43,Low,Groceries,Average,554,No Loan,0,Transaction was fast and smooth,General Feedback,Mobile App,Lagos,Night
3293,94326,78419.34,Upper-Middle,Rent,Average,575,Active Loan,0,I need better support,Charges Issue,USSD,Ibadan,Evening
3294,17120,210489.32,Low,Rent,Poor,478,Active Loan,1053568.07,Transaction was fast and smooth,Technical Issue,Web,Abuja,Morning
3295,88777,132848.52,Lower-Middle,Utilities,Good,733,Active Loan,0,Transaction was fast and smooth,None,Web,Enugu,Evening
3296,51748,184849.21,Middle,Entertainment,Good,467,Active Loan,212536.01,Loan process takes too long,General Feedback,Web,Kano,Morning
3297,90326,131696.37,Upper-Middle,Utilities,Average,555,No Loan,1846139.87,Customer service is slow to respond,None,USSD,Port Harcourt,Morning
3298,91669,169381.24,Middle,Transport,Good,623,No Loan,3262121.73,I need better support,Technical Issue,Mobile App,Ibadan,Afternoon
3299,89088,149419.46,Upper-Middle,Transport,Poor,506,Active Loan,0,Payment failed multiple times,Technical Issue,POS,Ibadan,Afternoon
3300,49600,152028.34,Low,Groceries,Poor,559,No Loan,0,Charges are confusing and unclear,Loan Issue,POS,Abuja,Evening
3301,94843,225197.09,Low,Utilities,Poor,547,No Loan,0,The service is excellent,Technical Issue,Mobile App,Abuja,Morning
3302,97846,150866,Lower-Middle,Transport,Average,631,No Loan,1083687.99,Customer service is slow to respond,None,Mobile App,Kaduna,Evening
3303,76129,84404.09,Low,Online Shopping,Average,602,Active Loan,0,Charges are confusing and unclear,None,Web,Ibadan,Afternoon
3304,90575,54262.52,Middle,Education,Average,672,No Loan,1352287.95,Transaction was fast and smooth,General Feedback,Web,Abuja,Evening
3305,53800,115847.71,Lower-Middle,Online Shopping,Poor,564,No Loan,0,Loan process takes too long,Technical Issue,USSD,Kano,Afternoon
3306,50248,188647.36,Middle,Savings Deposit,Poor,765,No Loan,3166699.88,Very satisfied with the platform,Charges Issue,USSD,Kano,Night
3307,79514,186218.92,Upper-Middle,Utilities,Good,630,No Loan,0,I need better support,General Feedback,USSD,Kaduna,Night
3308,33676,197807.12,Low,Transport,Average,543,Active Loan,1467947.01,The interface is confusing,None,Web,Kano,Morning
3309,58430,174722.49,Middle,Online Shopping,Poor,654,Active Loan,2452418.16,The interface is confusing,General Feedback,Web,Kaduna,Morning
3310,40003,173237.34,Middle,Online Shopping,Poor,750,Default Risk,0,I need better support,Technical Issue,Mobile App,Enugu,Night
3311,94754,104971.75,Middle,Online Shopping,Good,616,Active Loan,0,I don't understand my loan deductions,None,Mobile App,Kaduna,Afternoon
3312,66114,184220.22,Low,Utilities,Good,740,No Loan,0,The interface is confusing,Technical Issue,Web,Port Harcourt,Night
3313,20285,239899.34,Low,Transport,Good,550,Active Loan,1802674.89,Charges are confusing and unclear,Technical Issue,USSD,Kano,Evening
3314,51472,142459.75,Lower-Middle,Utilities,Average,764,Active Loan,1781091.13,Transaction was fast and smooth,General Feedback,Web,Port Harcourt,Afternoon
3315,44708,189523.62,Middle,Online Shopping,Average,684,No Loan,0,Transaction was fast and smooth,Charges Issue,Mobile App,Kano,Morning
3316,34881,115581.01,Low,Entertainment,Average,571,No Loan,0,I don't understand my loan deductions,None,POS,Kaduna,Afternoon
3317,39910,213004.42,Middle,Transport,Average,744,No Loan,0,Charges are confusing and unclear,Technical Issue,Mobile App,Ibadan,Evening
3318,42483,190010.08,Lower-Middle,Savings Deposit,Good,531,Active Loan,4956336.51,Payment failed multiple times,General Feedback,POS,Ibadan,Afternoon
3319,46583,157872.74,Middle,Education,Average,553,No Loan,0,The interface is confusing,General Feedback,Mobile App,Kano,Afternoon
3320,29338,93451.63,Lower-Middle,Entertainment,Poor,580,Active Loan,4075009,Payment failed multiple times,General Feedback,Mobile App,Enugu,Afternoon
3321,13812,171149,Middle,Health,Average,518,Active Loan,1270777.76,The service is excellent,Charges Issue,USSD,Enugu,Evening
3322,77041,249411.62,Middle,Groceries,Average,588,Active Loan,0,Overall experience is great,Charges Issue,USSD,Kano,Evening
3323,24246,157672.95,Lower-Middle,Utilities,Average,527,No Loan,2429004.85,App keeps crashing during payments,Loan Issue,POS,Port Harcourt,Evening
3324,89009,287604.79,Middle,Rent,Average,523,Active Loan,0,The service is excellent,Charges Issue,USSD,Abuja,Afternoon
3325,72843,73584.7,Lower-Middle,Utilities,Average,627,Active Loan,2417709.64,Loan process takes too long,Technical Issue,POS,Kano,Night
3326,69786,105374.16,Middle,Transport,Average,695,No Loan,0,The interface is confusing,General Feedback,USSD,Port Harcourt,Night
3327,24028,108480.8,Lower-Middle,Rent,Average,599,Active Loan,1746217.04,I don't understand my loan deductions,General Feedback,Web,Kano,Night
3328,69456,151006.98,Lower-Middle,Entertainment,Poor,649,No Loan,0,Transaction was fast and smooth,None,Web,Kano,Morning
3329,81272,205960.79,Lower-Middle,Education,Average,595,No Loan,3657305.19,App keeps crashing during payments,Charges Issue,POS,Port Harcourt,Night
3330,35297,118346.05,Lower-Middle,Rent,Average,571,No Loan,4517283.85,Transaction was fast and smooth,Technical Issue,USSD,Ibadan,Night
3331,28674,151266.96,Upper-Middle,Health,Poor,478,No Loan,1566623.43,I need better support,None,USSD,Enugu,Evening
3332,89118,184599.96,Lower-Middle,Utilities,Average,578,No Loan,4745745.62,I don't understand my loan deductions,None,USSD,Ibadan,Morning
3333,77898,158606.77,Low,Entertainment,Poor,615,No Loan,0,Customer service is slow to respond,Loan Issue,POS,Kaduna,Evening
3334,15608,154646.42,Lower-Middle,Utilities,Average,655,Active Loan,0,Loan process takes too long,General Feedback,Web,Abuja,Afternoon
3335,60821,146180.33,Lower-Middle,Online Shopping,Average,614,No Loan,0,The service is excellent,Technical Issue,Mobile App,Ibadan,Morning
3336,88709,236231.99,Upper-Middle,Health,Good,694,Active Loan,0,App keeps crashing during payments,Loan Issue,Mobile App,Enugu,Afternoon
3337,40808,102962.83,Middle,Utilities,Good,649,Active Loan,0,I don't understand my loan deductions,General Feedback,Web,Lagos,Night
3338,51046,243212.59,Low,Entertainment,Average,424,No Loan,0,Customer service is slow to respond,None,POS,Ibadan,Night
3339,15981,115095.28,Upper-Middle,Utilities,Poor,548,No Loan,1868161.84,I don't understand my loan deductions,General Feedback,Mobile App,Port Harcourt,Night
3340,98915,190294.69,Low,Transport,Average,661,No Loan,4783003.47,App keeps crashing during payments,Technical Issue,USSD,Kano,Night
3341,79074,184309.27,Upper-Middle,Groceries,Poor,641,No Loan,4407263.51,The service is excellent,Technical Issue,Web,Abuja,Evening
3342,68942,150151.26,Lower-Middle,Rent,Poor,677,Active Loan,4478380.69,The interface is confusing,None,Mobile App,Kano,Night
3343,92832,153465.97,Middle,Utilities,Average,423,No Loan,2744317.11,I need better support,General Feedback,USSD,Kano,Night
3344,75676,177677.3,Middle,Transport,Good,524,No Loan,4349600.88,App keeps crashing during payments,Charges Issue,Mobile App,Ibadan,Morning
3345,42921,138168.72,Upper-Middle,Savings Deposit,Average,787,Default Risk,4791140.17,The service is excellent,Technical Issue,POS,Abuja,Morning
3346,84298,112772.15,Lower-Middle,Online Shopping,Good,686,No Loan,0,App keeps crashing during payments,General Feedback,USSD,Abuja,Morning
3347,44610,218043.97,High,Online Shopping,Good,572,No Loan,4677437.77,Transaction was fast and smooth,None,Web,Lagos,Night
3348,90802,131947.09,Upper-Middle,Health,Poor,787,Active Loan,0,I need better support,General Feedback,USSD,Enugu,Morning
3349,56975,153695.95,Upper-Middle,Groceries,Good,534,Active Loan,0,The interface is confusing,Charges Issue,USSD,Lagos,Morning
3350,50788,138218.94,Lower-Middle,Rent,Average,679,No Loan,0,I don't understand my loan deductions,Charges Issue,USSD,Kaduna,Evening
3351,10584,167417.32,Low,Transport,Poor,461,Default Risk,0,Customer service is slow to respond,General Feedback,Web,Kaduna,Night
3352,58098,194176.98,Middle,Health,Good,765,Active Loan,0,The service is excellent,Technical Issue,POS,Port Harcourt,Afternoon
3353,14971,107826.06,Upper-Middle,Health,Average,774,Active Loan,956084.66,Charges are confusing and unclear,General Feedback,Mobile App,Port Harcourt,Morning
3354,58034,20000,Upper-Middle,Rent,Average,507,Default Risk,0,Payment failed multiple times,None,POS,Abuja,Afternoon
3355,71459,281545.68,Lower-Middle,Utilities,Average,532,Active Loan,2163090.35,I don't understand my loan deductions,Loan Issue,Mobile App,Lagos,Afternoon
3356,54294,79522.96,High,Education,Average,630,Active Loan,2757827.73,The service is excellent,None,USSD,Port Harcourt,Night
3357,96083,165081.82,Middle,Online Shopping,Poor,649,No Loan,0,Transaction was fast and smooth,General Feedback,POS,Lagos,Morning
3358,74680,93828.64,Middle,Groceries,Good,552,Active Loan,1289381.91,Charges are confusing and unclear,Technical Issue,Mobile App,Lagos,Night
3359,16962,147218.14,Lower-Middle,Entertainment,Good,635,Active Loan,0,Payment failed multiple times,General Feedback,POS,Ibadan,Afternoon
3360,30438,40769.54,Middle,Utilities,Average,671,No Loan,0,App keeps crashing during payments,None,Mobile App,Kano,Night
3361,79032,271515.26,Middle,Online Shopping,Poor,621,Active Loan,3228131.09,Customer service is slow to respond,General Feedback,USSD,Kano,Evening
3362,15492,138003.14,Low,Online Shopping,Average,530,Active Loan,0,The service is excellent,Technical Issue,POS,Ibadan,Morning
3363,11315,142016.95,Low,Online Shopping,Good,619,Active Loan,4826580.55,Overall experience is great,Charges Issue,Web,Lagos,Afternoon
3364,56271,199229.82,Low,Health,Good,600,Active Loan,737379,Very satisfied with the platform,General Feedback,POS,Abuja,Night
3365,33114,108194.81,Low,Rent,Good,704,No Loan,2651137.44,Overall experience is great,Loan Issue,POS,Abuja,Afternoon
3366,29515,47521.28,High,Transport,Poor,714,No Loan,0,I don't understand my loan deductions,Technical Issue,USSD,Ibadan,Afternoon
3367,95791,230811.36,Middle,Utilities,Average,641,Active Loan,4384135.22,App keeps crashing during payments,Charges Issue,Mobile App,Port Harcourt,Evening
3368,12847,27246.99,High,Transport,Good,756,No Loan,3804671.39,The interface is confusing,Technical Issue,Mobile App,Port Harcourt,Evening
3369,23809,164041.71,Lower-Middle,Groceries,Poor,799,Default Risk,307782.08,I don't understand my loan deductions,Charges Issue,POS,Lagos,Afternoon
3370,88946,61408.55,Low,Entertainment,Average,623,Default Risk,485760.5,Overall experience is great,Charges Issue,USSD,Ibadan,Morning
3371,59337,173482.01,Lower-Middle,Utilities,Good,600,No Loan,0,I need better support,General Feedback,POS,Abuja,Morning
3372,54854,186240.58,Middle,Health,Good,656,No Loan,1503172.72,Transaction was fast and smooth,Charges Issue,Mobile App,Kano,Night
3373,19419,140239.57,Middle,Education,Poor,577,No Loan,0,Customer service is slow to respond,General Feedback,USSD,Abuja,Morning
